Name,Address,Rating,Review Author,Review Text,Review Rating,Relative Time
Tim Hortons,"80 Park St E, Windsor, ON N9A 3A7, Canada",4.0,Cirrus Sanofi,"The first sure sign that you're in Canada. You will find a Tim Hortons right next to the tunnel. It was not possible to sit in it, only to order to take it away, Even though they have a large restaurant, it is empty. Otherwise, everything went well, they have a lot of different donuts, there was no problem with anything.",4,3 months ago
Tim Hortons,"80 Park St E, Windsor, ON N9A 3A7, Canada",4.0,Belkis Ahmed,"Worst branch . She overcooked the pizza I ordered 2 simply cheese pizza the girl got late to get it out the oven when I told her it is overcooked and crusted the sides was burned she said it looks good for me and refused to change it ,I told her I got it almost every day from other branches and it didn’t look like that, she repeats it looks good for me!?? Today 7 June 2024 on 1:04 pm",1,4 months ago
Tim Hortons,"80 Park St E, Windsor, ON N9A 3A7, Canada",4.0,Trenton Ingrim,"Got to a restaurant at 8:45PM that doesn't close til 11PM.on a Friday night.   It has a sign saying the drive through is open 24 hours.
Everything is closed down and all they sell is whatever pastries they have.  Say this is the standard way they work.
All tables, bathroom and food down.",1,a month ago
Tim Hortons,"80 Park St E, Windsor, ON N9A 3A7, Canada",4.0,KB Holdings,"Lazy and full of excuses. I ordered two steeped teas at the drive thru, I was told there wasn't enough steeped tea for two. I said its ok I'll wait, to which she replied ""I can give you bag tea."" To which I responded ""but I don't want bag tea, I want steeped tea"". Her, ""oh, well I have a lot of people waiting at the counter, so I can't make it"" I just left and went to Crawford, where they're not lazy.

I mean seriously, are you the ONLY ONE working there? Or is everyone else just as lazy and full of excuses as you? You are there to do a job, you are paid to do a job. I know my employer wouldn't keep me if all I put out was excuses for why I can't do the job I'm paid for. Maybe your employer should think about that.",1,a week ago
Tim Hortons,"80 Park St E, Windsor, ON N9A 3A7, Canada",4.0,Pathak Krishna,"The restaurant has a really good staff, they are all very welcoming and friendly. I always go there for my cofee, bcz they make it perfect. Food is always fresh. I love their everything bagels with cheese.",5,in the last week
Tim Hortons,"525 University Ave W, Windsor, ON N9A 5R4, Canada",4.0,Sumit Toliya,"Burnt Bagel at Tim Hortons

As a regular customer who spends $10-12 daily, I was really disappointed with my recent order. The bagel was completely burnt, with a hard and bitter crust. Not the quality I usually expect from Tim Hortons.",1,in the last week
Tim Hortons,"525 University Ave W, Windsor, ON N9A 5R4, Canada",4.0,Vee Ann,"I give zero stars for the food if I could.. ordered delivery via Doordash - I ordered an Iced Cap and an espresso. bag was half open, No straw. No espresso. And I didn't take any sips out of my Iced Cap that's in the photo they couldn't even bother to fill it all the way to the top.
second time I had a bad experience with THIS location!! first one was at the store.",1,3 months ago
Tim Hortons,"525 University Ave W, Windsor, ON N9A 5R4, Canada",4.0,Tiny Bird,"The layout on the inside is cramped, with poor choices for the placement of the registers leaving no room for a line to form or for people to wait for their food. The dining area and the exterior could use some work. It cost $14 for a wrap, 2 donuts and a coke. I feel this is a little over sugared and over priced. It did however, taste good. The chicken bacon ranch wrap was especially good.",4,7 months ago
Tim Hortons,"525 University Ave W, Windsor, ON N9A 5R4, Canada",4.0,Sheharyar Arshad,"I had an extremely unpleasant experience at this Tim Hortons branch. The store was noticeably dirty, and to make matters worse, there were a lot of bees inside.

Unfortunately, one of the bees bit me, causing significant swelling and pain. When I brought this to the attention of the cashier, her response was not only unhelpful but also lacked any sense of empathy. She simply said, ""What can I do?"" without even offering an apology.

This kind of customer service is unacceptable, and the store's cleanliness needs serious improvement.

I hope the management takes action to address these issues, as this was a very disappointing experience.",1,a month ago
Tim Hortons,"525 University Ave W, Windsor, ON N9A 5R4, Canada",4.0,Dawn Horton,"Love this Tim's. Go there often for my morning coffee. Fast, friendly service always. Thanks, morning crew, for helping me start my day properly, with caffeine!",5,a month ago
The Cook's Shop,"683 Ouellette Ave, Windsor, ON N9A 4J4, Canada",4.5,Tahmid Raqeeb Autul,"We had an amazing experience at The Cook’s Shop in Windsor, Ontario, while celebrating our first anniversary. The service was outstanding, and the food exceeded our expectations. The complimentary bread was delicious, paired with a fresh salad that set the tone for the meal. We ordered the 16 Oz Ribeye steak, cooked medium, and it was perfection—tender, juicy, and full of flavour, served with creamy mashed potatoes and vegetables. The Linguine Alfredo with Shrimp was another highlight, with the shrimp cooked just right and the sauce rich and flavourful. For dessert, we tried the chef’s special—a cinnamon crispy bowl with coconut cream and pineapple. We were initially unsure, but it turned out to be a delightful surprise, with flavors that were both unique and delicious. Overall, one of the best dining experiences we've had, and we look forward to visiting again. Highly recommend!",5,a month ago
The Cook's Shop,"683 Ouellette Ave, Windsor, ON N9A 4J4, Canada",4.5,Matthew Golden,It was our first time here. We heard so much about The Cook's Shop that we had to try. Very nice romantic atmosphere. Food was delicious and the service was top notch. Definitely recommend!,5,in the last week
The Cook's Shop,"683 Ouellette Ave, Windsor, ON N9A 4J4, Canada",4.5,Amy Dupuis,"Very romantic spot, my husband and I went there this past Saturday for his birthday.  The lasagna was delicious..my husband had 12 oz New York strip dinner. It was cooked perfectly!
Seasoning on food was so perfect!
We will be back 💯

My photos are not the best, but it was such an intimate romantic spot I didn't want to even use my phone!",5,a week ago
The Cook's Shop,"683 Ouellette Ave, Windsor, ON N9A 4J4, Canada",4.5,Ruth Sandoval,"We went to celebrate our fifth anniversary and even if we had reservations we were waiting at the door and nobody was attending us, finally they found and cleaned a table for us. The place is not big but it is cozy, perfect for couples and intimate nights. The one who saved our night was our server Backos, he was extremely kind, polite and with a very positive energy. The food was amazing and they even did some changes in our meal at our request.
The rest of the night was great.",5,3 months ago
The Cook's Shop,"683 Ouellette Ave, Windsor, ON N9A 4J4, Canada",4.5,Mirialys,"Beautiful and cozy, my husband and I had a fantastic night there, perfect for a quiet date, and the food is ""finger-licking good."" The gentleman that helped us was very friendly and polite, he speaks Portuguese and Understand Spanish and talked to us in fantastic manners, I can recall his name but he was great at his job. My favourite food was the dessert it was like an explosion of creamy and toasted coconut in your mouth. 100% recommend.",5,8 months ago
Tim Hortons,"800 Wyandotte St E, Windsor, ON N9A 1Z2, Canada",3.6,Buck,"I’m baffled that you can’t tell the difference between DARK ROAST and ORIGINAL. Which is sad.
Dark roast is kept in a metallic pot.
Original is in A GIANT COFFEE URN.
It’s not hard, oh and if you don’t have enough dark roast, I’ll wait for the pot I don’t want your half original half dark roast garbage.
It’s honestly despicable.
Use your eyes for 2 seconds.
Who cares about your precious drive thru times. I want my shit made properly not quickly.",1,a week ago
Tim Hortons,"800 Wyandotte St E, Windsor, ON N9A 1Z2, Canada",3.6,Karen Davidson,"I am only going to share once and once only. Pretty much ALL Tim Hortons anymore have gone way downhill.  You're  lucky if you get the correct order. Sometimes, the order looked like the person was angry putting it together. So when I say ALL, that's not just Windsor. I travel up past Toronto frequently and it's ALL the same. Don't go in an EnRoute in the summer . Gross flies everywhere, everywhere.",5,2 months ago
Tim Hortons,"800 Wyandotte St E, Windsor, ON N9A 1Z2, Canada",3.6,Mugdho Aosaf,"There’s no chairs here to sit or dine in as of May 22,2024. So you cant sit and grab a coffee while you do some work. Not recommended, as a Tim, needs to have the coffee table to sit and enjoy some snacks and coffee/tea. Most people coming here for the driveway.",1,4 months ago
Tim Hortons,"800 Wyandotte St E, Windsor, ON N9A 1Z2, Canada",3.6,Uzair Azhar,"Worst customer service , didnt replace my hot chocolate as it wasnt according to my taste . They didnt even bother to listen to me and started arguing. Never hire guys on references . Tim horntons ❌",1,2 months ago
Tim Hortons,"800 Wyandotte St E, Windsor, ON N9A 1Z2, Canada",3.6,Cass H,"I am actually pretty annoyed with this location.

I placed an order via the app and this location was the store to service me. I called the store multiple times after placing the order to ask for additional sauce (for the sandwich) and cream (for the icecap). There was no answer.

The food arrived and there was barely any sauce on the sandwich, so it was very dry. I had also ordered a chocolate hazelnut croissant and a donut. The croissant was also pretty dry and the donut was missing.

I called the store the following morning and the manager was very kind and quick to offer a replacement.

I went to pick up the replacement,  the person at drive-thru knew exactly who I was, so I appreciate the communication between employees. But unfortunately for me, when I got home and ready to eat my sandwich,  instead of extra ranch sauce, there was extra honey mustard... (I specifically mentioned at the window to please make sure to put extra ranch this time).  I didn't eat it.

Customer service is fairly good. I would just suggest paying a little more attention to the customers.",3,a year ago
The Keg Steakhouse + Bar - Windsor Riverside,"1 Riverside Dr W Suite 101, Windsor, ON N9A 5K3, Canada",4.5,Laurie Soda,Always a great meal and dining experience. It’s pricy but you won’t be disappointed. They make a great whiskey sour. It was very busy on a Friday night so our service could have been better. We had to wait too long for our second bottle of wine to arrive with our steaks. Our server didn’t check up on us enough but he was pleasant and did bring a complimentary piece of cake for our birthday boy which was so delectable. Thanks Keg for another memorable dinner.,5,a month ago
The Keg Steakhouse + Bar - Windsor Riverside,"1 Riverside Dr W Suite 101, Windsor, ON N9A 5K3, Canada",4.5,The Murphunzios,"Pros

The server was fantastic, very pleasant and nice to chat with.
Steak was cooked to perfection
The chicken was delicious
The escargot was great, especially once the cheese was added.
No wait time to be seated.

Cons.

The booths are not designed for the more robust of gentlemen.

The experience was great and we will be back if/when we can steal time away from the family.",4,5 months ago
The Keg Steakhouse + Bar - Windsor Riverside,"1 Riverside Dr W Suite 101, Windsor, ON N9A 5K3, Canada",4.5,sol jun,It was a nice experience all together. We dined in but since the view outside was pretty nice and calming we might dine on the patio next time. You can see out through the big windows from inside as well. Staffs were lovely and food was really great as well. Fillet mignon was great and if you like your steak on the tender side I would recommend fillet mignon. Sandwich was great too. Very flavourful. I would definitely come again. There is a parking garage where you can park your car which is nice since usually it’s harder to find a parking in the downtown area. You just have to bring your ticket with you.,5,2 weeks ago
The Keg Steakhouse + Bar - Windsor Riverside,"1 Riverside Dr W Suite 101, Windsor, ON N9A 5K3, Canada",4.5,Lola B,"Beautiful restaurant, service was amazing! Everything I ordered was absolutely delicious. The lobster tail took me by surprise, I was not expecting a lobster tail to melt in my mouth, I ended up ordering another, same results. It was seasoned to protection. I am going back for more soon. I cross the border all the time this will be my stop every time. Oh yea I forgot to mention the bread was delicious as well. The steak was not mine but my guest stated that it was melt in your mouth delicious also.",5,8 months ago
The Keg Steakhouse + Bar - Windsor Riverside,"1 Riverside Dr W Suite 101, Windsor, ON N9A 5K3, Canada",4.5,Melissa West,"Great experience, great food and service! Atmosphere was great. No complaints here. A little pricey, but it's more upscale with food and service and is worth it",5,2 months ago
Hellenic Sub,"368 University Ave W, Windsor, ON N9A 5P6, Canada",4.6,James R McBride,"Did some research for future reference - the food and prices looks excellent.

Family restaurant started in 1976 - second generation run now.

They accept cash only - be prepared - local ATM charges $3.00",4,5 months ago
Hellenic Sub,"368 University Ave W, Windsor, ON N9A 5P6, Canada",4.6,Henry,"Waited way too long to finally try the Hellenic sub. There's a reason why this item is at the top of the menu. A beast of a sub with double cold cuts crafted with a layer of their gyros meat. For the price and quality, it puts all other cold cut subs to shame. I usually come here to enjoy the gyros. This sub was a game changer. Don't be snooty, bring cash, enjoy the food. It's about the food.",5,a month ago
Hellenic Sub,"368 University Ave W, Windsor, ON N9A 5P6, Canada",4.6,H.,"I don't know about the previous reviews about saying this place was phenomenal, but it is not. One thing to keep in mind is that this place accepts CASH ONLY, meaning if you don't have cash there will be an ATM in the place but charges you 3 dollars to withdraw money.

I went in about 1pm of the place opening (11:30 am) and the owner said not having enough chicken to make a chicken pita or gyro for two people, which is absurd, because during this time there is rush hour for people having lunch and to not have enough chicken, it does not make sense.

We wanted to know what things were good on the menu to try out, but the owner or manager seemed kind of distracted. The place was not cleaned to eat in there. The floors were dirty and so were the tables and chairs. I wouldn't suggest anyone to dine in.

The only good thing about this place was the freshness of the food. What lacks in this place is providing better customer service.

Though again, I would suggest to bring cash only and to order take-out if you're thinking about eating there. Also come in early at 11:30 am if you want a chicken pita or gyro.",2,a year ago
Hellenic Sub,"368 University Ave W, Windsor, ON N9A 5P6, Canada",4.6,Quiana Gaines,"Food as been amazing for years, I absolutely love to eat here and choose this place as my number 1 restaurant choice. You will not be disappointed! The quantity is just as much as the great taste! Love love love Hellenic's",5,2 months ago
Hellenic Sub,"368 University Ave W, Windsor, ON N9A 5P6, Canada",4.6,Ash Master,"This place has been talked up by my friends for years to i gave it a try. I'm a gyro lover and though the gyro meat was OK, the gyros themselves were quite small. the poutine was so salty it was inedible. They also don't seem, to use curds but shredded cheese",2,3 months ago
Panache Restaurant And Lounge,"53 Pitt St E, Windsor, ON N9A 2V3, Canada",4.6,Tom DeHaven,"I had a nice time and pleasant dining experience.  The service, cocktails, and food were very good.  Surrounded by flickering candlelight and background music. It has a warm and cozy atmosphere.",5,a month ago
Panache Restaurant And Lounge,"53 Pitt St E, Windsor, ON N9A 2V3, Canada",4.6,James Stickland,"Great spot for cocktails and food. DJ is great, I love it!
Check out the lamb on their new menu!!

If you think this is just a drink spot, you're missing out on some fantastic food!",5,2 months ago
Panache Restaurant And Lounge,"53 Pitt St E, Windsor, ON N9A 2V3, Canada",4.6,Jomya Merlin George,"Great place to visit, the ambiance is amazing!
The food was delicious, special mention to the Parmesan truffle fries. THE BEST!! And also the sauce in Beef Bowl was full of flavour, couldn’t resist so we ordered extra sauce🤤",5,a year ago
Panache Restaurant And Lounge,"53 Pitt St E, Windsor, ON N9A 2V3, Canada",4.6,Marissa L,"Really disappointed. Came to Windsor for work, and chose this place based on the reviews and proximity to my hotel. Ordered the panache pretzel with cheese sauce, crispy quinoa salad with poppyseed dressing and arugula, and the sugar cookie dessert. I wanted the peach puff pastry but it wasn't available.
Everything was disappointing. The salad dressing was just syrup with poppyseeds in it. The crispy quinoa were two blocks of quinoa fried so that it was crispy on the outside, but mush on the inside. The pretzel was burnt, and the cheese sauce was more of a liquid with a hint of cheese.
The biggest disappointment was the sugar cookie dessert. They were also burnt, dry and not pleasant to eat. The cookie dip was literally whipped cream with sprinkles in it. Never again.",1,10 months ago
Panache Restaurant And Lounge,"53 Pitt St E, Windsor, ON N9A 2V3, Canada",4.6,Bob Dorey,Jesse was very professional and helpful. Excellent service. The Cesar salad was awesome so were the Brussel sprouts. We also enjoyed the wings ( great flavor) Excellent job. We will be back to try more of the menu. We will also be bringing friends to experience the great food. The restaurant is also beautiful.,5,5 months ago
Market Buffet,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.9,Z. Cai,"Good for Western tastes and a good value sometimes.

Long lines on busy days, which also means the food will have higher turnover and be fresher. Service is average and it can be hard to flag down waiters sometimes. Go for whatever's freshest and you'll have a fairly good meal. Desserts were mediocre thought not too bad. I recommend avoiding the salad bars, though. Some of that stuff looks awful. Don't forget to sign up for an account at the casino to get a small discount.",4,5 years ago
Market Buffet,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.9,Rajesh Jude Medidi,Great food with good amount of variety! Make sure to come with an empty stomach so that you can try out everything 😁 Waiting time and service is not bad at all.,4,5 years ago
Market Buffet,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.9,Janice Ann Santos,"Price is reasonable, not too expensive. We came for lunch and it was not crowded given that it's Valentines Day (which is good) I love the station where you select your noodles and the sauces, meats and toppings.

Dessert bar was great! They have different  ice creams and toppings. They have great selection of pastries.",4,5 years ago
Market Buffet,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.9,Rkv tycoon,"Staff is friendly and attentive. Our waiter made us a special drink he came up with, which was quite tasty.

Washrooms and food stations are clean.

Sadly, the food is SO bland and not very good. Lots of variety to choose from...The prime rib was overcooked (along with most other food items). Desserts all tasted the same too even though we tried to get different things :(

""Create your pasta your own way"" station was good though. Also heard that the ""make your own stir fry"" station is good too but we didn't try it.

I think what saved this place from 1-2 stars was our waiter who gave great service!",3,5 years ago
Market Buffet,"377 Riverside Dr E, Windsor, ON N9A 7H7, Canada",3.9,Sam Weston,"I used to love this place and would try to eat here 4 or 5 times per year, it was always a great selection of food. However on our last trip there I can't help but feel the quality has slipped somewhat and there seemed to be less of a selection. The prime rib was still excellent as was the desert selection, but I feel the general quality has declined. Hopefully that was a one off, I'll try it again and will adjust my review if its better next time.",3,6 years ago
The Bistro At The River,"78 Riverside Dr W, Windsor, ON N9A 7C5, Canada",3.5,Bruce Seiler,Great views from the patio. Such a nice setting to have a meal. The appetizers were great. We had the Poutine and Spinach Dip. Both delicious. That is where it ended. Our meals did not taste good at all. The chicken was dry and the garlic knots were dry with no garlics. Stick with appetizers and you should okay. Maybe we caught them on a bad night.,2,3 months ago
The Bistro At The River,"78 Riverside Dr W, Windsor, ON N9A 7C5, Canada",3.5,Sushant mor,"The food and ambiance were fantastic. I rated the service four stars only because it was slower than anticipated, maybe short staffed during lunch hours. Overall, it's a wonderful restaurant to enjoy, with both indoor and outdoor seating available.",5,5 months ago
The Bistro At The River,"78 Riverside Dr W, Windsor, ON N9A 7C5, Canada",3.5,Rain,"Cute location
Good view
Paid Parking just outside the restaurant
Our waitress was very friendly !
But very slow service. (Seemed understaffed.) Over nearly 2 hours before our food came out.
3/4 dishes we ordered were good! However the pizza was very wet soggy and was sent back to the kitchen.",4,a year ago
The Bistro At The River,"78 Riverside Dr W, Windsor, ON N9A 7C5, Canada",3.5,Ivy Loly,"My favorite spot on the water!!! Couldn't have a more convenient location. The service is pretty consistent over the years. Glad I can enjoy the same menu because it is good and makes come back every time. The food is usually more like a snack than a dinner but tried their perch dinner and it was OK. I feel so relaxed when I go, no matter the season. It's my hidden place, best views to Detroit skyline, still affordable, better service than the Keg around the corner. I hope it stays open for many years to come.",5,a year ago
The Bistro At The River,"78 Riverside Dr W, Windsor, ON N9A 7C5, Canada",3.5,Lana Kane,"I had a lovely Ruben sandwich with fries and cup of coffee for lunch. The portion size was very generous, I was able to take home half the meal for dinner later. The only drawback was the music volume was very very loud on the patio which made it difficult to relax",5,a month ago
Shawarma Queen,"61 University Ave W, Windsor, ON N9A 5N8, Canada",4.0,Mahbub Islam Shakiell,"Red Flag:

They sell Stale Foods, again I’m saying they sell STALE foods. We ordered beef roll and falafel and that came as stale and smell bad.

The guy was not apologetic not even showing remorse for his action.",1,2 weeks ago
Shawarma Queen,"61 University Ave W, Windsor, ON N9A 5N8, Canada",4.0,Afsary Adiba,Nice restaurant with halal food in downtown. Recommend the pistachio ice cream,4,3 months ago
Shawarma Queen,"61 University Ave W, Windsor, ON N9A 5N8, Canada",4.0,Mustafa Al-Azzawi,"This is the 3rd Shawarma meal in a month and I can say it is better than the last two moreover the person who is in charge actually very generous and the quantity is really huge I would recommend potatoes rather than rice in beef meal it comes with a bread, garlic dip, Hummus, salad, pickles, turnips. There’s an enough place to eat there. The price is just like all other shawarma restaurants they have also ice cream section and falafel. I can say from dining there that this place have a good number of visitors. There’s one thing though that this hardworking gentleman is working alone and he needs assistance.",4,2 years ago
Shawarma Queen,"61 University Ave W, Windsor, ON N9A 5N8, Canada",4.0,Aidan Burns,"Great shawarma shop, fair prices, quality meat, and friendly service.",5,5 months ago
Shawarma Queen,"61 University Ave W, Windsor, ON N9A 5N8, Canada",4.0,Brian W,"Popped in here for a quick takeout meal at the recommendation of a nearby business and was not disappointed.

We ordered 2 chicken sandwiches and a mixed plate.
Meat was well seasoned and delicious.
Salad and lentil rice/potatoes were great and complimented the meat perfectly.

Service was friendly and as expected.

Seating looked limited but I assume this is mostly a takeout or delivery spot.",5,a year ago
